step,wall_ns,manifolds,pairs,top_y,awake,void,colors,wide_colors,waves,g_ns,u_ns,r_ns,sys_sum_ns,disp_lane,worker_lane_max,sys_physics_integrate_ns,sys_physics_integrate_n,sys_physics_gather_ns,sys_physics_gather_n,sys_select_broadphase_ns,sys_select_broadphase_n,sys_physics_broadphase_ns,sys_physics_broadphase_n,sys_physics_narrowphase_ns,sys_physics_narrowphase_n,sys_parity_canary_ns,sys_parity_canary_n,sys_physics_build_graph_ns,sys_physics_build_graph_n,sys_physics_solve_colored_ns,sys_physics_solve_colored_n,sys_physics_apply_ns,sys_physics_apply_n,phys_solve_build_ns,phys_solve_build_n,phys_gravity_ns,phys_gravity_n,phys_warm_apply_ns,phys_warm_apply_n,phys_integrate_ns,phys_integrate_n,phys_pass_biased_ns,phys_pass_biased_n,phys_pass_relax_ns,phys_pass_relax_n,phys_color_wide_ns,phys_color_wide_n,phys_color_narrow_ns,phys_color_narrow_n,phys_restitution_ns,phys_restitution_n,phys_store_ns,phys_store_n,phys_write_back_ns,phys_write_back_n,phys_sleep_begin_ns,phys_sleep_begin_n,phys_sleep_freeze_ns,phys_sleep_freeze_n,phys_sleep_end_ns,phys_sleep_end_n,phys_np_dispatch_ns,phys_np_dispatch_n,phys_np_compact_ns,phys_np_compact_n,phys_np_axis_commit_ns,phys_np_axis_commit_n,phys_bp_verify_ns,phys_bp_verify_n,phys_bp_build_ns,phys_bp_build_n,phys_bp_query_ns,phys_bp_query_n,phys_bp_assemble_ns,phys_bp_assemble_n,phys_slots_wide,phys_slots_wide_n,phys_slots_narrow,phys_slots_narrow_n,phys_np_pairs,phys_np_pairs_n,phys_np_manifolds,phys_np_manifolds_n,phys_np_points,phys_np_points_n,phys_bp_pairs,phys_bp_pairs_n,phys_np_chunks,phys_np_chunks_n,phys_bp_queried,phys_bp_queried_n,phys_bp_members,phys_bp_members_n,phys_bp_rebuilds,phys_bp_rebuilds_n,phys_np_reused,phys_np_reused_n,phys_np_sep_hits,phys_np_sep_hits_n,phys_np_full,phys_np_full_n
14,17908100,4307,9570,35.688324,,0,9,8,96,69666,4389,2685,17838434,18,155,240,1,31361,1,60,1,1935290,1,1355096,1,860046,1,194557,1,13447316,1,14468,1,1109670,1,21602,4,628388,4,81939,4,3889797,4,7627780,8,11501866,96,13025,12,4719,1,74665,1,4368,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16324,1,16,1,9570,1,4307,1,16340,1,9570,1,0,1,0,0,0,0,0,0,4495,1,5075,1,0,1
15,16679000,4306,9570,35.64575,,0,9,8,96,47354,1393,2294,16631646,18,155,261,1,32673,1,321,1,1940159,1,952816,1,859395,1,132166,1,12700689,1,13166,1,540828,1,7394,4,540327,4,66098,4,3888394,4,7604134,8,11475505,96,14729,12,3647,1,44386,1,4088,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16319,1,18,1,9570,1,4306,1,16337,1,9570,1,0,1,0,0,0,0,0,0,4495,1,5075,1,0,1
16,16456800,4303,9570,35.600445,,0,9,8,96,76742,1533,2596,16380058,18,155,100,1,44366,1,311,1,1945199,1,689296,1,859275,1,97880,1,12722822,1,20810,1,443740,1,8116,4,505129,4,68493,4,3897081,4,7634102,8,11513939,96,14648,12,6573,1,151163,1,6893,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16322,1,18,1,9570,1,4303,1,16340,1,9570,1,0,1,0,0,0,0,0,0,4495,1,5075,1,0,1
17,17376700,4298,9570,35.552414,,0,9,8,96,57422,2044,2254,17319278,18,155,561,1,39476,1,150,1,2004444,1,1558870,1,860337,1,118920,1,12722241,1,14278,1,547952,1,12835,4,520188,4,67451,4,3886200,4,7625505,8,11496055,96,13396,12,3857,1,53133,1,3076,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16320,1,16,1,9570,1,4298,1,16336,1,9570,1,0,1,0,0,0,0,0,0,4495,1,5075,1,0,1
18,17346500,4298,9570,35.501663,,0,9,8,96,83090,3507,2636,17263410,18,155,701,1,38575,1,210,1,2239109,1,1011670,1,859706,1,159409,1,12939472,1,14558,1,729253,1,11903,4,518004,4,73593,4,3902602,4,7618021,8,11504701,96,13286,12,4549,1,67671,1,10370,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16318,1,16,1,9570,1,4298,1,16334,1,9570,1,0,1,0,0,0,0,0,0,4495,1,5075,1,0,1
19,16986400,4297,9570,35.448185,,0,9,8,96,57889,2064,2425,16928511,18,155,1262,1,56139,1,230,1,2564870,1,680689,1,859545,1,104352,1,12648788,1,12634,1,539555,1,7605,4,507513,4,66288,4,3886791,4,7595968,8,11470545,96,9789,12,3958,1,36401,1,2645,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16322,1,12,1,9570,1,4297,1,16334,1,9570,1,0,1,0,0,0,0,0,0,4495,1,5075,1,0,1
20,19852200,5077,9570,35.391983,,0,14,12,144,57005,2004,3507,19795195,18,215,140,1,29587,1,110,1,1933587,1,1077007,1,859385,1,130463,1,15752121,1,12795,1,554675,1,14949,4,714905,4,71148,4,4823326,4,9496641,8,14132172,144,184287,24,3988,1,67471,1,3016,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19225,1,232,1,9570,1,5077,1,19457,1,9570,1,0,1,0,0,0,0,0,0,4495,1,4291,1,784,1
21,19696200,4687,9570,35.333054,,0,13,10,120,52819,1674,3156,19643381,18,203,401,1,29106,1,200,1,1928417,1,2478863,1,860407,1,221990,1,14110871,1,13125,1,849185,1,10480,4,551268,4,67230,4,4232080,4,8323097,8,12327115,120,224906,36,5220,1,67942,1,2695,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16937,1,281,1,9570,1,4687,1,17218,1,9570,1,0,1,0,0,0,0,0,0,2756,1,4291,1,2523,1
22,18409600,4536,9570,35.2714,,0,12,10,120,80485,2274,8547,18329115,18,191,170,1,32012,1,230,1,1931172,1,1629117,1,859475,1,207692,1,13655729,1,13516,1,740344,1,7394,4,539686,4,69344,4,4122408,4,8112749,8,12117289,120,109322,24,3437,1,54425,1,3667,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16654,1,137,1,9570,1,4536,1,16791,1,9570,1,0,1,0,0,0,0,0,0,2756,1,4748,1,2066,1
23,17744500,4464,9570,35.207024,,0,12,10,120,47761,1593,2776,17696739,18,191,120,1,30199,1,180,1,1933266,1,1513212,1,859756,1,105214,1,13240926,1,13867,1,547080,1,7795,4,515429,4,69304,4,4070527,4,7961757,8,11971616,120,57892,24,3697,1,60798,1,2946,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16487,1,73,1,9570,1,4464,1,16560,1,9570,1,0,1,0,0,0,0,0,0,2756,1,4935,1,1879,1
24,18857500,4397,9570,35.13992,,0,12,9,108,62192,3637,4149,18795308,18,191,180,1,29728,1,210,1,1951201,1,1622744,1,860618,1,236037,1,14079140,1,15450,1,1312443,1,18115,4,661241,4,77911,4,4015210,4,7901520,8,11669651,108,242931,36,5731,1,79454,1,3878,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16064,1,305,1,9570,1,4397,1,16369,1,9570,1,0,1,0,0,0,0,0,0,2756,1,5015,1,1799,1
25,18460200,4359,9570,35.07009,,0,11,9,108,50790,3557,3167,18409410,18,179,150,1,32022,1,160,1,1941111,1,1631792,1,859445,1,223964,1,13705897,1,14869,1,1130871,1,8777,4,566307,4,76829,4,3981835,4,7851403,8,11662487,108,167585,24,3597,1,78803,1,3918,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16056,1,209,1,9570,1,4359,1,16265,1,9570,1,0,1,0,0,0,0,0,0,2757,1,5097,1,1716,1
26,17347600,4312,9570,34.997536,,0,11,9,108,49303,1172,2956,17298297,18,179,250,1,41781,1,391,1,2013772,1,1433498,1,859475,1,103531,1,12832945,1,12655,1,476473,1,7264,4,498646,4,65737,4,3957077,4,7773682,8,11585157,108,142646,24,3968,1,46300,1,2625,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15990,1,179,1,9570,1,4312,1,16169,1,9570,1,0,1,0,0,0,0,0,0,2756,1,5145,1,1669,1
27,17507700,4295,9570,34.92226,,0,11,9,108,77096,1573,3337,17430604,18,179,30,1,29167,1,40,1,1928046,1,1462504,1,859445,1,124491,1,13010890,1,15991,1,563001,1,9298,4,531319,4,70326,4,3960734,4,7746920,8,11578714,108,125603,24,6062,1,115283,1,6372,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15966,1,157,1,9570,1,4295,1,16123,1,9570,1,0,1,0,0,0,0,0,0,2756,1,5196,1,1618,1
28,20353500,4934,9570,34.844257,,0,14,11,132,53968,2144,3558,20299532,18,215,1303,1,38104,1,1102,1,2051084,1,1716776,1,859475,1,191721,1,15426941,1,13025,1,637165,1,8847,4,583821,4,67962,4,4779761,4,9277987,8,13735814,132,318377,36,4829,1,61770,1,2655,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18359,1,400,1,9570,1,4934,1,18759,1,9570,1,0,1,0,0,0,0,0,0,2761,1,4556,1,2253,1
29,19688200,4786,9570,34.763527,,0,15,11,132,60209,2084,3948,19627991,18,227,50,1,28185,1,170,1,1960519,1,2114657,1,859565,1,125173,1,14522940,1,16732,1,755814,1,19708,4,607427,4,82169,4,4351171,4,8607057,8,12761466,132,192814,48,5601,1,86387,1,5521,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17137,1,243,1,9570,1,4786,1,17380,1,9570,1,0,1,0,0,0,0,0,0,2156,1,4210,1,3204,1
30,18807200,4665,9570,34.680073,,0,14,11,132,51649,1463,3327,18755551,18,215,291,1,35369,1,100,1,1938376,1,1929208,1,859646,1,120103,1,13859424,1,13035,1,539886,1,7735,4,544756,4,68082,4,4263381,4,8373074,8,12504989,132,128138,36,4048,1,54325,1,2675,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16875,1,161,1,9570,1,4665,1,17036,1,9570,1,0,1,0,0,0,0,0,0,2156,1,4524,1,2890,1
31,19264800,4617,9570,34.593895,,0,14,11,132,53787,1944,3106,19211013,18,215,150,1,28405,1,130,1,1930140,1,1880904,1,859445,1,138719,1,14358822,1,14298,1,984638,1,18235,4,663906,4,79013,4,4244043,4,8286426,8,12371872,132,155491,36,6683,1,70436,1,3497,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16641,1,196,1,9570,1,4617,1,16837,1,9570,1,0,1,0,0,0,0,0,0,2156,1,4741,1,2673,1
32,19740800,4578,9570,34.504993,,0,14,11,132,83312,8597,4008,19657488,18,215,491,1,30689,1,170,1,1929929,1,1916754,1,859535,1,251157,1,14648543,1,20219,1,1125020,1,20941,4,753430,4,89193,4,4207162,4,8321374,8,12385007,132,139520,36,6763,1,107468,1,8597,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16423,1,174,1,9570,1,4578,1,16597,1,9570,1,0,1,0,0,0,0,0,0,2156,1,4836,1,2578,1
33,19680100,4536,9570,34.413364,,0,14,10,120,80043,3767,3918,19600057,18,215,1623,1,172925,1,190,1,2072636,1,2766460,1,859726,1,124642,1,13586656,1,15199,1,668996,1,10761,4,521961,4,67340,4,4112068,4,8105044,8,11888555,120,324639,48,5441,1,86979,1,4298,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16013,1,407,1,9570,1,4536,1,16420,1,9570,1,0,1,0,0,0,0,0,0,2156,1,4905,1,2509,1
34,20761100,5039,9570,34.31901,,0,14,11,132,71402,1834,3868,20689698,18,215,751,1,29788,1,130,1,1982922,1,2128033,1,859616,1,153507,1,15522116,1,12835,1,666501,1,16492,4,626624,4,82590,4,4733902,4,9316452,8,13733098,132,313387,36,4479,1,69645,1,3597,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18101,1,392,1,9570,1,5039,1,18493,1,9570,1,0,1,0,0,0,0,0,0,2157,1,4383,1,3030,1
35,20233700,4827,9570,34.221935,,0,14,11,132,80110,5390,3988,20153590,18,215,140,1,30619,1,250,1,1932324,1,2306599,1,859756,1,163507,1,14846497,1,13897,1,1071426,1,13316,4,632445,4,77510,4,4455653,4,8500040,8,12792707,132,158998,36,4218,1,83231,1,3266,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16826,1,199,1,9570,1,4827,1,17025,1,9570,1,0,1,0,0,0,0,0,0,1650,1,4170,1,3750,1
36,19144000,4630,9570,34.12213,,0,13,10,120,62498,2455,3597,19081502,18,203,782,1,35008,1,250,1,2107634,1,2282352,1,859405,1,133709,1,13648976,1,13386,1,711919,1,8987,4,525518,4,66990,4,4137858,4,8133359,8,11965895,120,301725,36,3968,1,53664,1,4258,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15924,1,381,1,9570,1,4630,1,16305,1,9570,1,0,1,0,0,0,0,0,0,1650,1,4422,1,3498,1
37,18247200,4510,9570,34.019604,,0,13,10,120,59018,1403,3146,18188182,18,203,50,1,28585,1,281,1,1931122,1,2150617,1,859295,1,143538,1,13055687,1,19007,1,552440,1,12514,4,502363,4,70637,4,3986865,4,7826825,8,11599114,120,211430,36,6142,1,93261,1,3236,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15468,1,267,1,9570,1,4510,1,15735,1,9570,1,0,1,0,0,0,0,0,0,1651,1,4643,1,3276,1
38,18098500,4408,9570,33.91435,,0,13,10,120,60149,1924,3017,18038351,18,203,1122,1,36040,1,40,1,1934689,1,2205293,1,859626,1,170210,1,12817425,1,13907,1,617246,1,8587,4,531309,4,66629,4,3888645,4,7630555,8,11315313,120,200869,36,6292,1,56930,1,9308,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15140,1,253,1,9570,1,4408,1,15393,1,9570,1,0,1,0,0,0,0,0,0,1667,1,4873,1,3030,1
39,20090300,4880,9570,33.806374,,0,14,11,132,45391,1272,3857,20044909,18,215,90,1,31110,1,120,1,2026366,1,2262684,1,859375,1,183997,1,14668041,1,13125,1,705577,1,7485,4,551148,4,74084,4,4468238,4,8786845,8,12998927,132,252299,36,3767,1,65327,1,4298,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16972,1,316,1,9570,1,4880,1,17288,1,9570,1,0,1,0,0,0,0,0,0,1677,1,4489,1,3404,1
40,20184800,4979,9570,33.69567,,0,14,11,132,48905,1814,3407,20135895,18,215,150,1,30188,1,210,1,1933055,1,2599206,1,859676,1,146674,1,14554240,1,12494,1,698193,1,8386,4,550677,4,66349,4,4440985,4,8728683,8,12963688,132,202573,36,4378,1,50648,1,4128,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16970,1,251,1,9570,1,4979,1,17221,1,9570,1,0,1,0,0,0,0,0,0,1236,1,3941,1,4393,1
41,19396600,4855,9570,33.58224,,0,14,11,132,50855,1483,3257,19345745,18,215,110,1,28285,1,170,1,1930991,1,2460358,1,859405,1,134851,1,13919110,1,12464,1,595754,1,10090,4,575455,4,68954,4,4257179,4,8352174,8,12348155,132,257940,36,4338,1,50277,1,3407,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16229,1,324,1,9570,1,4855,1,16553,1,9570,1,0,1,0,0,0,0,0,0,1241,1,4196,1,4133,1
42,19988600,4689,9570,33.466087,,0,15,10,120,92609,2314,4669,19895991,18,227,391,1,28285,1,170,1,1958725,1,2718878,1,859776,1,240566,1,14075152,1,14047,1,1087758,1,23576,4,704715,4,96567,4,4086147,4,8008046,8,11709638,120,379886,60,4719,1,57822,1,3487,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15337,1,474,1,9570,1,4689,1,15811,1,9570,1,0,1,0,0,0,0,0,0,1278,1,4489,1,3803,1
43,18898000,4655,9570,33.34721,,0,14,10,120,53316,1503,3367,18844684,18,215,210,1,29688,1,190,1,1935550,1,2491417,1,859465,1,178606,1,13337122,1,12434,1,857341,1,8286,4,506702,4,66018,4,3998758,4,7848868,8,11454193,120,390066,48,4318,1,42713,1,2615,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15071,1,491,1,9570,1,4655,1,15562,1,9570,1,0,1,0,0,0,0,0,0,1283,1,4672,1,3615,1
44,20385100,5072,9570,33.22561,,0,14,12,144,51912,5110,3558,20333188,18,215,150,1,28455,1,130,1,1932745,1,2547326,1,859876,1,182734,1,14768526,1,13246,1,562530,1,19027,4,593911,4,80546,4,4559054,4,8869596,8,13271975,144,153117,24,4859,1,69946,1,3948,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17087,1,192,1,9570,1,5072,1,17279,1,9570,1,0,1,0,0,0,0,0,0,1383,1,4323,1,3864,1
45,20583700,5053,9570,33.10128,,0,14,12,144,47569,1623,3528,20536131,18,215,291,1,28946,1,220,1,1952884,1,2773073,1,859175,1,145772,1,14760961,1,14809,1,810370,1,8106,4,559254,4,67300,4,4472566,4,8772448,8,13111153,144,130333,24,3707,1,62211,1,3377,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17008,1,164,1,9570,1,5053,1,17172,1,9570,1,0,1,0,0,0,0,0,0,907,1,3904,1,4759,1
46,19186200,4767,9570,32.974224,,0,14,11,132,50823,1483,3196,19135377,18,215,140,1,30168,1,50,1,1932725,1,2604226,1,859185,1,141544,1,13554032,1,13306,1,609862,1,8827,4,519507,4,67882,4,4148699,4,8141545,8,12108982,132,178065,36,3837,1,49766,1,2625,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15752,1,224,1,9570,1,4767,1,15976,1,9570,1,0,1,0,0,0,0,0,0,905,1,4118,1,4547,1
47,18390600,4624,9570,32.844448,,0,14,11,132,64020,1483,3387,18326580,18,215,130,1,27994,1,130,1,1930160,1,2452131,1,859475,1,139961,1,12900346,1,16251,1,603439,1,7715,4,494218,4,67932,4,3942770,4,7725479,8,11546983,132,117878,36,3827,1,50738,1,2745,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15050,1,148,1,9570,1,4624,1,15198,1,9570,1,0,1,0,0,0,0,0,0,967,1,4489,1,4114,1
