step,wall_ns,manifolds,pairs,top_y,awake,void,colors,wide_colors,waves,g_ns,u_ns,r_ns,sys_sum_ns,disp_lane,worker_lane_max,sys_physics_integrate_ns,sys_physics_integrate_n,sys_physics_gather_ns,sys_physics_gather_n,sys_select_broadphase_ns,sys_select_broadphase_n,sys_physics_broadphase_ns,sys_physics_broadphase_n,sys_physics_narrowphase_ns,sys_physics_narrowphase_n,sys_parity_canary_ns,sys_parity_canary_n,sys_physics_build_graph_ns,sys_physics_build_graph_n,sys_physics_solve_colored_ns,sys_physics_solve_colored_n,sys_physics_apply_ns,sys_physics_apply_n,phys_solve_build_ns,phys_solve_build_n,phys_gravity_ns,phys_gravity_n,phys_warm_apply_ns,phys_warm_apply_n,phys_integrate_ns,phys_integrate_n,phys_pass_biased_ns,phys_pass_biased_n,phys_pass_relax_ns,phys_pass_relax_n,phys_color_wide_ns,phys_color_wide_n,phys_color_narrow_ns,phys_color_narrow_n,phys_restitution_ns,phys_restitution_n,phys_store_ns,phys_store_n,phys_write_back_ns,phys_write_back_n,phys_sleep_begin_ns,phys_sleep_begin_n,phys_sleep_freeze_ns,phys_sleep_freeze_n,phys_sleep_end_ns,phys_sleep_end_n,phys_np_dispatch_ns,phys_np_dispatch_n,phys_np_compact_ns,phys_np_compact_n,phys_np_axis_commit_ns,phys_np_axis_commit_n,phys_bp_verify_ns,phys_bp_verify_n,phys_bp_build_ns,phys_bp_build_n,phys_bp_query_ns,phys_bp_query_n,phys_bp_assemble_ns,phys_bp_assemble_n,phys_slots_wide,phys_slots_wide_n,phys_slots_narrow,phys_slots_narrow_n,phys_np_pairs,phys_np_pairs_n,phys_np_manifolds,phys_np_manifolds_n,phys_np_points,phys_np_points_n,phys_bp_pairs,phys_bp_pairs_n,phys_np_chunks,phys_np_chunks_n,phys_bp_queried,phys_bp_queried_n,phys_bp_members,phys_bp_members_n,phys_bp_rebuilds,phys_bp_rebuilds_n,phys_np_reused,phys_np_reused_n,phys_np_sep_hits,phys_np_sep_hits_n,phys_np_full,phys_np_full_n
10,15910900,4307,9570,35.831387,,0,9,8,96,43113,1202,2445,15867787,18,155,120,1,27705,1,120,1,1930828,1,619866,1,825122,1,93645,1,12360111,1,10270,1,285154,1,7274,4,509508,4,65149,4,3866235,4,7593906,8,11446314,96,11383,12,3707,1,25440,1,2535,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16300,1,14,1,9570,1,4307,1,16314,1,9570,1,0,1,0,0,0,0,0,0,4495,1,5075,1,0,1
11,15949000,4307,9570,35.79971,,0,9,8,96,46344,1423,2966,15902656,18,155,90,1,26863,1,70,1,1921219,1,620818,1,825112,1,92673,1,12404900,1,10912,1,285925,1,15120,4,514167,4,66892,4,3869482,4,7594698,8,11452887,96,8326,12,3757,1,47995,1,5441,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16310,1,10,1,9570,1,4307,1,16320,1,9570,1,0,1,0,0,0,0,0,0,4495,1,5075,1,0,1
12,16141400,4306,9570,35.765305,,0,9,8,96,64048,1363,2575,16077352,18,155,240,1,27003,1,140,1,1937541,1,621759,1,825292,1,97543,1,12550848,1,16984,1,406213,1,8336,4,499568,4,65920,4,3880113,4,7640378,8,11506262,96,11653,12,3427,1,42624,1,2906,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16316,1,14,1,9570,1,4306,1,16330,1,9570,1,0,1,0,0,0,0,0,0,4495,1,5075,1,0,1
13,16131800,4306,9570,35.728176,,0,9,8,96,57835,1984,2446,16073965,18,155,40,1,27785,1,160,1,1924255,1,643923,1,825432,1,94266,1,12547111,1,10992,1,358910,1,8296,4,513876,4,70389,4,3911325,4,7624146,8,11523126,96,9900,12,3477,1,51822,1,2886,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16323,1,12,1,9570,1,4306,1,16335,1,9570,1,0,1,0,0,0,0,0,0,4495,1,5075,1,0,1
14,16192700,4307,9570,35.688324,,0,9,8,96,58856,1353,2856,16133844,18,155,60,1,29198,1,170,1,1940948,1,658733,1,825362,1,97583,1,12565427,1,16362,1,450902,1,7184,4,498035,4,65059,4,3930633,4,7585630,8,11500271,96,13136,12,3116,1,20961,1,2555,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16324,1,16,1,9570,1,4307,1,16340,1,9570,1,0,1,0,0,0,0,0,0,4495,1,5075,1,0,1
15,16302400,4306,9570,35.64575,,0,9,8,96,110311,1423,2536,16192089,18,155,491,1,27765,1,130,1,2130333,1,767367,1,825122,1,98415,1,12326284,1,16182,1,285485,1,7375,4,503906,4,65219,4,3863360,4,7572434,8,11417897,96,15360,12,3236,1,21282,1,2565,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16319,1,18,1,9570,1,4306,1,16337,1,9570,1,0,1,0,0,0,0,0,0,4495,1,5075,1,0,1
16,16209100,4303,9570,35.600445,,0,9,8,96,100296,1172,3327,16108804,18,155,130,1,27464,1,120,1,2074242,1,725575,1,825041,1,100018,1,12340152,1,16062,1,274503,1,7194,4,500219,4,65079,4,3867458,4,7598065,8,11447607,96,14589,12,3056,1,20811,1,2595,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16322,1,18,1,9570,1,4303,1,16340,1,9570,1,0,1,0,0,0,0,0,0,4495,1,5075,1,0,1
17,16418800,4298,9570,35.552414,,0,9,8,96,80983,1433,2355,16337817,18,155,80,1,27905,1,120,1,2228918,1,755093,1,825282,1,115468,1,12374900,1,10050,1,326155,1,7625,4,537292,4,65740,4,3869973,4,7539729,8,11393670,96,13677,12,3216,1,21132,1,2605,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16320,1,16,1,9570,1,4298,1,16336,1,9570,1,0,1,0,0,0,0,0,0,4495,1,5075,1,0,1
18,16286200,4298,9570,35.501663,,0,9,8,96,106977,1242,2456,16179223,18,155,150,1,34568,1,70,1,2140483,1,757197,1,825112,1,98014,1,12307768,1,15861,1,273721,1,7465,4,501271,4,65580,4,3885153,4,7541503,8,11410994,96,13206,12,3216,1,25951,1,2665,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16318,1,16,1,9570,1,4298,1,16334,1,9570,1,0,1,0,0,0,0,0,0,4495,1,5075,1,0,1
19,16242200,4297,9570,35.448185,,0,9,8,96,102465,1643,2986,16139735,18,155,110,1,27294,1,100,1,2074963,1,731767,1,825031,1,98004,1,12366514,1,15952,1,287078,1,7455,4,496281,4,65600,4,3868299,4,7609447,8,11464911,96,9849,12,3156,1,24989,1,2565,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16322,1,12,1,9570,1,4297,1,16334,1,9570,1,0,1,0,0,0,0,0,0,4495,1,5075,1,0,1
20,19962300,5077,9570,35.391983,,0,14,12,144,104663,1583,4139,19857637,18,215,250,1,27043,1,110,1,2217675,1,1227407,1,825092,1,135448,1,15408519,1,16092,1,416524,1,8958,4,621309,4,65339,4,4799962,4,9443985,8,14056695,144,183112,24,4379,1,43857,1,2625,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19225,1,232,1,9570,1,5077,1,19457,1,9570,1,0,1,0,0,0,0,0,0,4495,1,4291,1,784,1
21,18592400,4687,9570,35.333054,,0,13,10,120,103650,1483,3107,18488750,18,203,110,1,26482,1,110,1,2046316,1,1913123,1,825162,1,114086,1,13547088,1,16272,1,424850,1,7675,4,553444,4,65159,4,4212300,4,8253531,8,12241275,120,221448,36,3266,1,22815,1,2565,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16937,1,281,1,9570,1,4687,1,17218,1,9570,1,0,1,0,0,0,0,0,0,2756,1,4291,1,2523,1
22,17963500,4536,9570,35.2714,,0,12,10,120,106449,1363,3016,17857051,18,191,160,1,26953,1,110,1,2119231,1,1633540,1,825152,1,111971,1,13122980,1,16954,1,337467,1,7184,4,513515,4,65650,4,4096260,4,8026231,8,12011612,120,107863,24,3878,1,67443,1,3988,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16654,1,137,1,9570,1,4536,1,16791,1,9570,1,0,1,0,0,0,0,0,0,2756,1,4748,1,2066,1
23,17669400,4464,9570,35.207024,,0,12,10,120,103545,1683,3097,17565855,18,191,240,1,28015,1,190,1,2105964,1,1480979,1,825182,1,111611,1,12997953,1,15721,1,411624,1,7615,4,508716,4,66071,4,4038636,4,7935412,8,11913297,120,57654,24,3367,1,22284,1,2545,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16487,1,73,1,9570,1,4464,1,16560,1,9570,1,0,1,0,0,0,0,0,0,2756,1,4935,1,1879,1
24,17628000,4397,9570,35.13992,,0,12,9,108,101713,1413,3457,17526287,18,191,160,1,27745,1,160,1,2173177,1,1594192,1,825102,1,105128,1,12784811,1,15811,1,345603,1,7615,4,521341,4,68305,4,3975892,4,7833881,8,11564839,108,241478,36,3186,1,24959,1,2615,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16064,1,305,1,9570,1,4397,1,16369,1,9570,1,0,1,0,0,0,0,0,0,2756,1,5015,1,1799,1
25,17344500,4359,9570,35.07009,,0,11,9,108,104559,1323,2876,17239941,18,179,130,1,26943,1,110,1,2045976,1,1599683,1,825142,1,106982,1,12619083,1,15891,1,281477,1,7395,4,497434,4,65319,4,3973517,4,7764133,8,11569528,108,165247,24,3276,1,22615,1,2595,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16056,1,209,1,9570,1,4359,1,16265,1,9570,1,0,1,0,0,0,0,0,0,2757,1,5097,1,1716,1
26,17371900,4312,9570,34.997536,,0,11,9,108,102451,1453,3027,17269449,18,179,100,1,26863,1,100,1,2182035,1,1473333,1,825132,1,103314,1,12642620,1,15952,1,365683,1,7475,4,527022,4,65199,4,3931935,4,7716198,8,11503407,108,141700,24,3116,1,21993,1,2545,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15990,1,179,1,9570,1,4312,1,16169,1,9570,1,0,1,0,0,0,0,0,0,2756,1,5145,1,1669,1
27,17138000,4295,9570,34.92226,,0,11,9,108,102584,1393,2856,17035416,18,179,130,1,26963,1,100,1,2082167,1,1406611,1,825152,1,102362,1,12576419,1,15511,1,340443,1,7565,4,525930,4,65089,4,3922326,4,7688594,8,11483267,108,124797,24,3146,1,19328,1,2605,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15966,1,157,1,9570,1,4295,1,16123,1,9570,1,0,1,0,0,0,0,0,0,2756,1,5196,1,1618,1
28,19838300,4934,9570,34.844257,,0,14,11,132,106422,1293,4269,19731878,18,215,130,1,27635,1,120,1,2094041,1,1698459,1,825172,1,127743,1,14942538,1,16042,1,324061,1,7405,4,575087,4,65299,4,4698591,4,9227928,8,13604992,132,317257,36,3747,1,35871,1,3256,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18359,1,400,1,9570,1,4934,1,18759,1,9570,1,0,1,0,0,0,0,0,0,2761,1,4556,1,2253,1
29,19132000,4786,9570,34.763527,,0,15,11,132,103533,1663,3738,19028467,18,227,200,1,27454,1,150,1,2076727,1,2047719,1,825212,1,128454,1,13906359,1,16192,1,444629,1,7415,4,538775,4,64999,4,4325543,4,8490269,8,12619554,132,192521,48,3397,1,27124,1,2545,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17137,1,243,1,9570,1,4786,1,17380,1,9570,1,0,1,0,0,0,0,0,0,2156,1,4210,1,3204,1
30,18832600,4665,9570,34.680073,,0,14,11,132,101120,1383,3348,18731480,18,215,180,1,26843,1,120,1,2060545,1,2100784,1,825082,1,119035,1,13582599,1,16292,1,392326,1,7585,4,538926,4,66461,4,4223852,4,8320864,8,12413646,132,127723,36,3387,1,25210,1,2605,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16875,1,161,1,9570,1,4665,1,17036,1,9570,1,0,1,0,0,0,0,0,0,2156,1,4524,1,2890,1
31,18372000,4617,9570,34.593895,,0,14,11,132,108696,1222,3598,18263304,18,215,170,1,27154,1,120,1,2072779,1,1857373,1,825122,1,117462,1,13347113,1,16012,1,310714,1,7074,4,520489,4,65229,4,4202079,4,8210315,8,12254522,132,154275,36,3327,1,24088,1,2575,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16641,1,196,1,9570,1,4617,1,16837,1,9570,1,0,1,0,0,0,0,0,0,2156,1,4741,1,2673,1
32,18393300,4578,9570,34.504993,,0,14,11,132,86680,1343,3627,18306620,18,215,80,1,26492,1,120,1,2215060,1,1907592,1,825021,1,114486,1,13207697,1,10070,1,358288,1,7224,4,514798,4,65750,4,4119406,4,8093424,8,12072462,132,136740,36,3427,1,41452,1,2585,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16423,1,174,1,9570,1,4578,1,16597,1,9570,1,0,1,0,0,0,0,0,0,2156,1,4836,1,2578,1
33,18021600,4536,9570,34.413364,,0,14,10,120,118147,1232,3658,17903453,18,215,80,1,32534,1,80,1,2109722,1,1815490,1,825092,1,115338,1,12989927,1,15190,1,299452,1,7274,4,507574,4,65079,4,4085178,4,7996262,8,11756357,120,321426,48,3407,1,21893,1,2575,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16013,1,407,1,9570,1,4536,1,16420,1,9570,1,0,1,0,0,0,0,0,0,2156,1,4905,1,2509,1
34,20266100,5039,9570,34.31901,,0,14,11,132,106155,1343,3717,20159945,18,215,50,1,27164,1,140,1,2106546,1,2052920,1,825122,1,134266,1,14997426,1,16312,1,335383,1,9799,4,574987,4,67864,4,4719492,4,9239100,8,13644481,132,310394,36,3928,1,42374,1,3156,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18101,1,392,1,9570,1,5039,1,18493,1,9570,1,0,1,0,0,0,0,0,0,2157,1,4383,1,3030,1
35,19518800,4827,9570,34.221935,,0,14,11,132,106524,1393,3688,19412276,18,215,200,1,27234,1,190,1,2057859,1,2472389,1,825212,1,129787,1,13883333,1,16072,1,485019,1,7355,4,531461,4,65439,4,4296867,4,8463316,8,12599735,132,156760,36,3417,1,26502,1,2565,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16826,1,199,1,9570,1,4827,1,17025,1,9570,1,0,1,0,0,0,0,0,0,1650,1,4170,1,3750,1
36,18550400,4630,9570,34.12213,,0,13,10,120,108512,1242,3338,18441888,18,203,160,1,28096,1,130,1,2133198,1,2200201,1,825051,1,123374,1,13115735,1,15942,1,345874,1,7184,4,507884,4,65259,4,4105929,4,8050189,8,11853438,120,299342,36,3347,1,26222,1,2605,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15924,1,381,1,9570,1,4630,1,16305,1,9570,1,0,1,0,0,0,0,0,0,1650,1,4422,1,3498,1
37,18132900,4510,9570,34.019604,,0,13,10,120,103408,1383,3458,18029492,18,203,110,1,26993,1,130,1,2216763,1,2180762,1,825192,1,117332,1,12646207,1,16002,1,323680,1,7114,4,493776,4,65139,4,3951684,4,7774874,8,11500601,120,222500,36,3206,1,22725,1,2625,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15468,1,267,1,9570,1,4510,1,15735,1,9570,1,0,1,0,0,0,0,0,0,1651,1,4643,1,3276,1
38,17702200,4408,9570,33.91435,,0,13,10,120,101576,1323,3588,17600624,18,203,80,1,27524,1,110,1,2186874,1,2080775,1,825102,1,115188,1,12348979,1,15992,1,302037,1,7244,4,479759,4,65089,4,3869902,4,7594898,8,11262330,120,198883,36,3246,1,22945,1,2535,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15140,1,253,1,9570,1,4408,1,15393,1,9570,1,0,1,0,0,0,0,0,0,1667,1,4873,1,3030,1
39,19671000,4880,9570,33.806374,,0,14,11,132,100851,1343,3547,19570149,18,215,110,1,28116,1,120,1,2034042,1,2393303,1,825172,1,134426,1,14138989,1,15871,1,349611,1,7515,4,541501,4,65149,4,4437224,4,8704082,8,12888576,132,249183,36,3507,1,26492,1,2565,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16972,1,316,1,9570,1,4880,1,17288,1,9570,1,0,1,0,0,0,0,0,0,1677,1,4489,1,3404,1
40,19884900,4979,9570,33.69567,,0,14,11,132,101149,1213,4079,19783751,18,215,80,1,26863,1,120,1,2133519,1,2529071,1,825102,1,134476,1,14118629,1,15891,1,395051,1,7374,4,543304,4,65229,4,4413668,4,8658742,8,12869007,132,199324,36,3677,1,27805,1,2565,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16970,1,251,1,9570,1,4979,1,17221,1,9570,1,0,1,0,0,0,0,0,0,1236,1,3941,1,4393,1
41,19387300,4855,9570,33.58224,,0,14,11,132,92185,1273,3597,19295115,18,215,110,1,26322,1,150,1,2111916,1,2445646,1,825102,1,164295,1,13711473,1,10100,1,346154,1,7365,4,550959,4,66892,4,4403698,4,8296275,8,12439017,132,257359,36,4339,1,31793,1,2725,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16229,1,324,1,9570,1,4855,1,16553,1,9570,1,0,1,0,0,0,0,0,0,1241,1,4196,1,4133,1
42,18454100,4689,9570,33.466087,,0,15,10,120,105287,1283,3637,18348813,18,227,110,1,42394,1,100,1,1931970,1,2468712,1,825202,1,126741,1,12937563,1,16022,1,358529,1,7284,4,506662,4,65510,4,4041071,4,7925622,8,11588806,120,374250,60,3337,1,25641,1,2625,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15337,1,474,1,9570,1,4689,1,15811,1,9570,1,0,1,0,0,0,0,0,0,1278,1,4489,1,3803,1
43,18083800,4655,9570,33.34721,,0,14,10,120,101251,1222,3528,17982549,18,215,60,1,26633,1,130,1,2157306,1,2135503,1,825061,1,126180,1,12695875,1,15801,1,313310,1,7204,4,496652,4,65329,4,3978517,4,7802699,8,11388900,120,388789,48,3266,1,25120,1,2555,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15071,1,491,1,9570,1,4655,1,15562,1,9570,1,0,1,0,0,0,0,0,0,1283,1,4672,1,3615,1
44,20076800,5072,9570,33.22561,,0,14,12,144,101530,1303,3708,19975270,18,215,10,1,26623,1,80,1,2110283,1,2478521,1,825222,1,141690,1,14376949,1,15891,1,401714,1,7465,4,546952,4,65139,4,4506842,4,8813939,8,13162788,144,154285,24,4158,1,26853,1,2585,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17087,1,192,1,9570,1,5072,1,17279,1,9570,1,0,1,0,0,0,0,0,0,1383,1,4323,1,3864,1
45,20133800,5053,9570,33.10128,,0,14,12,144,105425,1242,3768,20028375,18,215,100,1,26312,1,120,1,2108529,1,2675571,1,825082,1,141350,1,14235319,1,15992,1,377697,1,7896,4,550839,4,66301,4,4458005,4,8720334,8,13044023,144,130548,24,4298,1,45470,1,3236,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17008,1,164,1,9570,1,5053,1,17172,1,9570,1,0,1,0,0,0,0,0,0,907,1,3904,1,4759,1
46,18990000,4767,9570,32.974224,,0,14,11,132,105497,1483,3707,18884503,18,215,110,1,29949,1,110,1,2057829,1,2564982,1,825162,1,132352,1,13257506,1,16503,1,418578,1,7395,4,506351,4,65309,4,4121500,4,8088915,8,12030349,132,176359,36,3838,1,41582,1,2555,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15752,1,224,1,9570,1,4767,1,15976,1,9570,1,0,1,0,0,0,0,0,0,905,1,4118,1,4547,1
47,18397400,4624,9570,32.844448,,0,14,11,132,103605,1323,3698,18293795,18,215,140,1,26953,1,100,1,2063951,1,2639640,1,825082,1,127051,1,12594565,1,16312,1,368519,1,7405,4,486943,4,65349,4,3912457,4,7713904,8,11505802,132,116861,36,3467,1,32584,1,2615,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15050,1,148,1,9570,1,4624,1,15198,1,9570,1,0,1,0,0,0,0,0,0,967,1,4489,1,4114,1
